"Bter_Gene_ID"
"LOC100631080"
"LOC100642233"
"LOC100642265"
"LOC100642327"
"LOC100642440"
"LOC100642532"
"LOC100642568"
"LOC100642669"
"LOC100642722"
"LOC100642735"
"LOC100642808"
"LOC100642822"
"LOC100642877"
"LOC100643014"
"LOC100643051"
"LOC100643053"
"LOC100643098"
"LOC100643145"
"LOC100643197"
"LOC100643574"
"LOC100643704"
"LOC100643771"
"LOC100643828"
"LOC100643856"
"LOC100643955"
"LOC100643967"
"LOC100644012"
"LOC100644017"
"LOC100644022"
"LOC100644027"
"LOC100644079"
"LOC100644090"
"LOC100644110"
"LOC100644153"
"LOC100644194"
"LOC100644258"
"LOC100644283"
"LOC100644327"
"LOC100644347"
"LOC100644371"
"LOC100644725"
"LOC100644772"
"LOC100644878"
"LOC100644903"
"LOC100644930"
"LOC100644937"
"LOC100644942"
"LOC100645036"
"LOC100645050"
"LOC100645357"
"LOC100645366"
"LOC100645392"
"LOC100645441"
"LOC100645446"
"LOC100645609"
"LOC100645684"
"LOC100645705"
"LOC100645710"
"LOC100645805"
"LOC100645817"
"LOC100645943"
"LOC100646133"
"LOC100646216"
"LOC100646393"
"LOC100646496"
"LOC100646576"
"LOC100646669"
"LOC100647074"
"LOC100647159"
"LOC100647202"
"LOC100647331"
"LOC100647345"
"LOC100647425"
"LOC100647456"
"LOC100647457"
"LOC100647536"
"LOC100647687"
"LOC100647731"
"LOC100647849"
"LOC100647853"
"LOC100647869"
"LOC100647919"
"LOC100647938"
"LOC100648078"
"LOC100648200"
"LOC100648247"
"LOC100648312"
"LOC100648330"
"LOC100648439"
"LOC100648530"
"LOC100648611"
"LOC100648623"
"LOC100648794"
"LOC100648814"
"LOC100648951"
"LOC100648978"
"LOC100648982"
"LOC100649085"
"LOC100649133"
"LOC100649241"
"LOC100649375"
"LOC100649427"
"LOC100649457"
"LOC100649558"
"LOC100649582"
"LOC100649600"
"LOC100649669"
"LOC100649752"
"LOC100649783"
"LOC100649803"
"LOC100649833"
"LOC100649910"
"LOC100649951"
"LOC100649952"
"LOC100649970"
"LOC100649996"
"LOC100650012"
"LOC100650037"
"LOC100650115"
"LOC100650162"
"LOC100650193"
"LOC100650259"
"LOC100650320"
"LOC100650591"
"LOC100650597"
"LOC100650920"
"LOC100650931"
"LOC100650935"
"LOC100650964"
"LOC100650973"
"LOC100651183"
"LOC100651199"
"LOC100651204"
"LOC100651262"
"LOC100651293"
"LOC100651296"
"LOC100651299"
"LOC100651346"
"LOC100651384"
"LOC100651483"
"LOC100651506"
"LOC100651526"
"LOC100651530"
"LOC100651557"
"LOC100651564"
"LOC100651570"
"LOC100651732"
"LOC100651764"
"LOC100651787"
"LOC100651849"
"LOC100652041"
"LOC100652082"
"LOC100652258"
"LOC105666122"
"LOC105666293"
"LOC105666330"
"LOC105666353"
"LOC105666369"
"LOC105666561"
"LOC105666700"
"LOC105666944"
"LOC105667116"
"LOC105667122"
"LOC105667155"
"LOC110119355"
"LOC110119425"
"LOC110119470"
"LOC110119569"
"LOC110119741"
"LOC110119757"
"LOC110120201"
"LOC110120202"
"LOC110120228"
