"Bter_Gene_ID"
"LOC100642281"
"LOC100642619"
"LOC100643376"
"LOC100643953"
"LOC100644171"
"LOC100644411"
"LOC100644541"
"LOC100644814"
"LOC100645027"
"LOC100645341"
"LOC100645459"
"LOC100645866"
"LOC100646095"
"LOC100646132"
"LOC100646441"
"LOC100646509"
"LOC100646531"
"LOC100646987"
"LOC100647537"
"LOC100648216"
"LOC100648444"
"LOC100649939"
"LOC100650774"
"LOC100651171"
"LOC100651178"
"LOC100651288"
"LOC100651978"
"LOC100652200"
"LOC105666036"
"LOC105666118"
"LOC105666214"
"LOC105667185"
"LOC110119173"
"LOC110119343"
