"Bter_Gene_ID"
"LOC100642281"
"LOC100642332"
"LOC100642336"
"LOC100642409"
"LOC100642465"
"LOC100642514"
"LOC100642571"
"LOC100642572"
"LOC100642580"
"LOC100642607"
"LOC100642619"
"LOC100642658"
"LOC100642664"
"LOC100642673"
"LOC100642682"
"LOC100642739"
"LOC100642742"
"LOC100642748"
"LOC100642760"
"LOC100642823"
"LOC100642861"
"LOC100642882"
"LOC100642890"
"LOC100642928"
"LOC100642966"
"LOC100643029"
"LOC100643085"
"LOC100643130"
"LOC100643147"
"LOC100643149"
"LOC100643181"
"LOC100643261"
"LOC100643376"
"LOC100643425"
"LOC100643448"
"LOC100643457"
"LOC100643464"
"LOC100643506"
"LOC100643527"
"LOC100643529"
"LOC100643592"
"LOC100643604"
"LOC100643618"
"LOC100643676"
"LOC100643710"
"LOC100643728"
"LOC100643751"
"LOC100643773"
"LOC100643779"
"LOC100643833"
"LOC100643863"
"LOC100643872"
"LOC100643933"
"LOC100643953"
"LOC100643954"
"LOC100643972"
"LOC100644001"
"LOC100644049"
"LOC100644050"
"LOC100644051"
"LOC100644064"
"LOC100644066"
"LOC100644070"
"LOC100644082"
"LOC100644117"
"LOC100644122"
"LOC100644134"
"LOC100644171"
"LOC100644200"
"LOC100644255"
"LOC100644259"
"LOC100644278"
"LOC100644345"
"LOC100644356"
"LOC100644368"
"LOC100644376"
"LOC100644401"
"LOC100644411"
"LOC100644436"
"LOC100644541"
"LOC100644620"
"LOC100644646"
"LOC100644705"
"LOC100644743"
"LOC100644814"
"LOC100644858"
"LOC100644961"
"LOC100644967"
"LOC100645013"
"LOC100645027"
"LOC100645138"
"LOC100645175"
"LOC100645205"
"LOC100645261"
"LOC100645272"
"LOC100645305"
"LOC100645330"
"LOC100645336"
"LOC100645341"
"LOC100645360"
"LOC100645416"
"LOC100645459"
"LOC100645511"
"LOC100645524"
"LOC100645574"
"LOC100645632"
"LOC100645647"
"LOC100645668"
"LOC100645721"
"LOC100645754"
"LOC100645780"
"LOC100645790"
"LOC100645838"
"LOC100645866"
"LOC100645877"
"LOC100645914"
"LOC100645953"
"LOC100645975"
"LOC100646078"
"LOC100646082"
"LOC100646095"
"LOC100646132"
"LOC100646178"
"LOC100646191"
"LOC100646195"
"LOC100646234"
"LOC100646300"
"LOC100646375"
"LOC100646441"
"LOC100646509"
"LOC100646531"
"LOC100646534"
"LOC100646574"
"LOC100646602"
"LOC100646650"
"LOC100646683"
"LOC100646688"
"LOC100646695"
"LOC100646711"
"LOC100646724"
"LOC100646740"
"LOC100646741"
"LOC100646776"
"LOC100646824"
"LOC100646895"
"LOC100646898"
"LOC100646957"
"LOC100646972"
"LOC100646987"
"LOC100647053"
"LOC100647058"
"LOC100647093"
"LOC100647141"
"LOC100647147"
"LOC100647182"
"LOC100647189"
"LOC100647286"
"LOC100647370"
"LOC100647371"
"LOC100647378"
"LOC100647494"
"LOC100647521"
"LOC100647537"
"LOC100647630"
"LOC100647634"
"LOC100647673"
"LOC100647759"
"LOC100647792"
"LOC100647868"
"LOC100647876"
"LOC100647936"
"LOC100648064"
"LOC100648093"
"LOC100648100"
"LOC100648130"
"LOC100648131"
"LOC100648147"
"LOC100648216"
"LOC100648272"
"LOC100648279"
"LOC100648444"
"LOC100648580"
"LOC100648641"
"LOC100648649"
"LOC100648668"
"LOC100648669"
"LOC100648746"
"LOC100648748"
"LOC100648768"
"LOC100648802"
"LOC100648833"
"LOC100648840"
"LOC100648856"
"LOC100649003"
"LOC100649028"
"LOC100649100"
"LOC100649279"
"LOC100649299"
"LOC100649358"
"LOC100649392"
"LOC100649444"
"LOC100649465"
"LOC100649498"
"LOC100649518"
"LOC100649527"
"LOC100649547"
"LOC100649599"
"LOC100649641"
"LOC100649657"
"LOC100649668"
"LOC100649759"
"LOC100649787"
"LOC100649849"
"LOC100649901"
"LOC100649906"
"LOC100649912"
"LOC100649939"
"LOC100650027"
"LOC100650051"
"LOC100650078"
"LOC100650140"
"LOC100650166"
"LOC100650230"
"LOC100650247"
"LOC100650251"
"LOC100650290"
"LOC100650318"
"LOC100650328"
"LOC100650331"
"LOC100650347"
"LOC100650372"
"LOC100650449"
"LOC100650477"
"LOC100650480"
"LOC100650500"
"LOC100650511"
"LOC100650577"
"LOC100650647"
"LOC100650765"
"LOC100650774"
"LOC100650833"
"LOC100650836"
"LOC100650867"
"LOC100650886"
"LOC100650888"
"LOC100650889"
"LOC100650927"
"LOC100650995"
"LOC100651074"
"LOC100651100"
"LOC100651138"
"LOC100651170"
"LOC100651171"
"LOC100651178"
"LOC100651206"
"LOC100651288"
"LOC100651297"
"LOC100651300"
"LOC100651305"
"LOC100651321"
"LOC100651400"
"LOC100651456"
"LOC100651466"
"LOC100651472"
"LOC100651489"
"LOC100651496"
"LOC100651507"
"LOC100651578"
"LOC100651581"
"LOC100651592"
"LOC100651593"
"LOC100651681"
"LOC100651693"
"LOC100651723"
"LOC100651734"
"LOC100651739"
"LOC100651777"
"LOC100651819"
"LOC100651902"
"LOC100651918"
"LOC100651934"
"LOC100651946"
"LOC100651978"
"LOC100652037"
"LOC100652074"
"LOC100652140"
"LOC100652147"
"LOC100652200"
"LOC100652205"
"LOC100652210"
"LOC100652221"
"LOC100652230"
"LOC100652235"
"LOC100652236"
"LOC100652250"
"LOC100652277"
"LOC100652280"
"LOC100652325"
"LOC105665635"
"LOC105665653"
"LOC105665656"
"LOC105665686"
"LOC105665772"
"LOC105665829"
"LOC105665888"
"LOC105666003"
"LOC105666036"
"LOC105666098"
"LOC105666118"
"LOC105666213"
"LOC105666214"
"LOC105666375"
"LOC105666388"
"LOC105666394"
"LOC105666586"
"LOC105666625"
"LOC105666669"
"LOC105666875"
"LOC105666941"
"LOC105667024"
"LOC105667139"
"LOC105667185"
"LOC105667192"
"LOC110119153"
"LOC110119173"
"LOC110119182"
"LOC110119303"
"LOC110119305"
"LOC110119343"
"LOC110119451"
"LOC110119602"
"LOC110119677"
"LOC110119683"
"LOC110119777"
"LOC110119875"
"LOC110119988"
"LOC110120077"
"LOC110120194"
"LOC110120249"
"LOC110120250"
"LOC110120287"
"LOC110120318"
"npve"
