"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Amel_gene_ID"
286.62490402091,2.71547404842397,0.271404625500239,6.32072517283776,2.60338673004814e-10,3.22195141710758e-07,"GB40148"
87.9687291704109,3.16188617123751,0.269631925601303,8.01791615149545,1.07554182275984e-15,2.66218111969514e-12,"GB40734"
3791.94636358954,1.61113163907572,0.150398309924428,4.06342092130425,4.83587103859792e-05,0.0239394959894751,"GB42351"
594.215180607133,2.39607459676597,0.155785141671057,8.9615388334903,3.20178403911792e-19,9.90631981703086e-16,"GB42424"
5914.56721198723,2.96368735945775,0.317718356345853,6.18059145855638,6.38618858649865e-10,7.18504272240975e-07,"GB43005"
166.575453386795,1.89015603937502,0.163162378334303,5.45564515829245,4.87953503473056e-08,3.55230150528385e-05,"GB46287"
501.514042984418,2.39624894680835,0.240816937748671,5.79796819883801,6.7123176155362e-09,5.933688772134e-06,"GB46629"
30.0825289192248,2.18023775673013,0.304875530228085,3.87121182158229,0.000108295633708127,0.0496395097322883,"GB47216"
8224.17424726016,2.3148887257741,0.166655989106998,7.88983781992919,3.02579492055577e-15,6.2412063227997e-12,"GB48134"
6207.46207757911,2.00049652774689,0.222358676349964,4.49947150329425,6.81226106344465e-06,0.00383220649641777,"GB48937"
1629.68319063542,2.00377843190882,0.173741224676394,5.7774338461032,7.58485283915741e-09,6.25800924916081e-06,"GB51238"
747.843871756063,2.54146222776451,0.262620382435077,5.86954528613397,4.36991982302017e-09,4.1601636715152e-06,"GB51345"
6544.16416698959,4.82722336013433,0.29373672792679,13.0294341710248,8.32225097916153e-39,1.02996178118103e-34,"GB51494"
12081.6798388105,3.47370270488781,0.412587116564293,5.99558882372986,2.02749435766259e-09,2.09102251420268e-06,"GB53621"
12058.8116609121,3.31644504839986,0.44017124322813,5.26259969054658,1.42032604825493e-07,9.76553065177942e-05,"GB53624"
2072.19574454666,2.3982743845118,0.302323564404545,4.62509228238902,3.74431656805343e-06,0.00220665056410615,"GB55729"
