"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Bter_gene_ID"
573.933398223546,0.587497600174478,0.175503494289893,3.34749802305395,0.000815445693896853,0.0110381978411402,"Kr-h1"
344.469901809018,1.46327010007233,0.333186984813782,4.39173847348854,1.12447908998773e-05,0.00043026548284404,"LOC100631053"
46.9050101925348,2.58836579525018,0.411678727304204,6.287344046654,3.22943157735503e-10,6.8457490576772e-08,"LOC100631060"
782.043250804927,1.07462600144693,0.214696362370242,5.00532933852763,5.57666019163241e-07,4.13335813783999e-05,"LOC100631086"
169.882921189205,0.82408203305615,0.295872696649277,2.78525880349482,0.00534850149082863,0.0407832858282681,"LOC100631095"
116.05225320921,1.66605690983072,0.40888454405605,4.07463900030014,4.60857803578498e-05,0.00120608194077247,"LOC100642216"
135.120829950955,0.933752943001616,0.260948190505963,3.57830779048947,0.000345826053635948,0.00579969990899907,"LOC100642227"
8.47391635200708,3.53596650363467,0.996551567615894,3.54820223914148,0.000387870277880254,0.00631769676383475,"LOC100642232"
1255.73192330804,0.647274731335186,0.207181853288816,3.12418641430372,0.00178297458634726,0.01895461147512,"LOC100642235"
2639.39438815391,0.508950107788692,0.18635801917625,2.73103411400476,0.0063135935975003,0.0452833609934683,"LOC100642263"
2155.83101119793,0.583014233367992,0.114841165285113,5.07670077990377,3.84044944720978e-07,2.97116231320996e-05,"LOC100642264"
821.933679519082,0.369487039601033,0.0933135765982353,3.95962788128754,7.50666394017742e-05,0.00180007083941042,"LOC100642267"
3393.08098492421,0.917527411437476,0.197473102983902,4.6463411855754,3.37874023375767e-06,0.000166564035988826,"LOC100642270"
1935.17093520082,0.678170087337873,0.250595259191644,2.70623670026909,0.00680505223739694,0.0479715761911939,"LOC100642288"
178.343354655186,1.25640366262747,0.440572027055387,2.85175541221894,0.00434785410236907,0.0351107057938684,"LOC100642289"
1105.52757684115,0.505238371078172,0.121688621041092,4.15189494922094,3.29733621598891e-05,0.000961231698131991,"LOC100642294"
973.045058679016,0.379545254239817,0.107732858960696,3.52302220419386,0.000426655614228176,0.00672081894392667,"LOC100642313"
2514.93151356122,0.896905781840638,0.182759420468591,4.90757619793822,9.22088355455392e-07,6.10825904966981e-05,"LOC100642349"
922.696345717537,0.966973455619702,0.27785466271911,3.48014118660747,0.000501149610472621,0.00760138613378637,"LOC100642358"
738.786834441384,0.329535746739456,0.0914597201169926,3.60306970454233,0.000314481151260969,0.00541101578281657,"LOC100642386"
8.49371463478895,2.84914303545516,0.890323455305996,3.20012128005314,0.00137369770334612,0.0158880364265623,"LOC100642393"
713.31490175261,0.518151458711538,0.141968940878934,3.64975223104184,0.000262493378003267,0.00473157706370175,"LOC100642399"
218.249639976399,2.52753663598327,0.341159925474997,7.40865631408547,1.27585470596986e-13,5.00843852910167e-11,"LOC100642443"
677.495577465874,1.72968071115178,0.296746596751697,5.82881397827484,5.58226870437368e-09,9.46447822132602e-07,"LOC100642444"
1284.82785721681,0.436612299841333,0.102409995754725,4.26337582209291,2.01361423812383e-05,0.000650679796032758,"LOC100642457"
3690.0451094919,0.25725674318646,0.0675334480758387,3.80932338739118,0.00013934760229384,0.00294212198548288,"LOC100642468"
1064.78703177007,0.40665517740446,0.115028232749136,3.53526406244395,0.000407367850176724,0.00651235572250844,"LOC100642473"
236.915059242348,0.40706937968088,0.142632145423847,2.85398062597481,0.0043175164251367,0.0349590195492925,"LOC100642477"
845.135063856713,0.323726224545712,0.104424965921247,3.10008456014105,0.00193465401348395,0.0200327701724365,"LOC100642502"
19.9460873149195,4.12966051200716,0.850619546722145,4.85488551012114,1.20456317154778e-06,7.54031496136889e-05,"LOC100642508"
35.3768228558946,1.06175253028551,0.382046189907437,2.77912084542121,0.00545062434318039,0.0413833577459663,"LOC100642513"
204.818778148389,1.14889818476801,0.347927168857142,3.30212264981166,0.000959561021486235,0.0124637098857017,"LOC100642516"
667.777506236645,0.378529507587604,0.132249417459756,2.86223950818379,0.00420658890957531,0.0344024967998369,"LOC100642523"
552.845802936301,0.324526637581863,0.100953052032336,3.21462928607561,0.00130613082433403,0.0154308962915141,"LOC100642542"
153.667994961612,0.956088988225656,0.224792376734662,4.25320912618934,2.10728609320492e-05,0.000672744738008403,"LOC100642573"
2008.16250709658,0.339264660637085,0.123856988774334,2.73916445082659,0.00615955548033714,0.0445328298336244,"LOC100642607"
853.645414268101,0.600031477778092,0.200020614439954,2.99984818793875,0.0027011419858078,0.0255619677746222,"LOC100642642"
600.049695906653,0.573820076385085,0.2109335213969,2.72038352455779,0.00652062392013483,0.0463205309151194,"LOC100642648"
2078.3679652135,0.392384107475132,0.107940880805635,3.63517607551937,0.000277790840728304,0.00489290826825372,"LOC100642658"
648.977788563987,0.415233343965857,0.144309136360194,2.87738776933318,0.00400982517399627,0.0333858106984969,"LOC100642685"
1198.9641891575,0.705603509007762,0.147649171177654,4.77891953865943,1.76239699346753e-06,0.000100971058020337,"LOC100642700"
1421.15872351116,0.304993836940585,0.0784453163067562,3.88798020455324,0.000101081868213372,0.00226026734429015,"LOC100642716"
2438.73629105386,1.25926128928149,0.337172444018231,3.73476928978634,0.000187887350736622,0.00368781116751381,"LOC100642746"
2335.16294141212,1.52910399288021,0.284947982225041,5.36625660915395,8.03875519640916e-08,8.19257368526352e-06,"LOC100642760"
2871.13071970872,0.263724448901646,0.0864698825264287,3.04989947015415,0.00228917976908141,0.0226334107952368,"LOC100642801"
2924.51926263888,0.686072478245688,0.161259727435228,4.25445639253767,2.09557492559333e-05,0.000671027149134854,"LOC100642802"
