#ID,2dD,2dQ,2dW,4dD,4dQ,4dW,geneLength
GB44167,78,48,54,58,98,60,2488
GB44168,174,70,118,232,384,254,2532
GB44169,38,18,32,40,36,26,1905
GB44170,68,52,70,50,34,28,874
GB44171,14,8,10,10,12,8,966
GB44172,1084,1102,1018,1038,1016,968,4746
GB44173,924,876,896,960,1020,1138,13747
GB44175,2604,1968,2580,2632,1596,2126,3911
GB44176,600,662,658,544,526,436,3314
GB44177,420,472,472,462,418,462,4059
GB44178,1372,956,1042,1122,950,610,7062
GB44181,4032,3850,3276,3680,3410,2868,10375
GB44184,334,350,338,358,442,364,2473
GB44185,234,216,240,218,244,240,2852
GB44186,2406,2370,2064,2238,2156,1974,14501
GB44187,1460,1042,1148,1072,1068,976,4899
GB44188,82,88,106,104,128,120,1504
GB44189,29416,20880,22266,20406,17548,16232,808
GB44190,12,12,12,12,10,10,198
GB44191,54,32,34,60,58,50,1909
GB44192,346,182,164,292,274,260,1119
GB44193,364,394,412,482,432,518,5681
GB44194,0,0,0,0,0,0,384
GB44195,0,0,0,0,2,2,771
GB44196,664,264,318,334,346,280,10261
GB44198,4952,2088,2762,2282,2346,1962,4428
GB44199,434,202,284,200,192,194,6564
GB44202,238,140,178,278,350,314,1372
GB44203,916,902,940,1046,1136,1296,2508
GB44204,4402,5444,2648,3556,8408,2504,5799
GB44205,3276,3602,3132,3658,4490,4388,1035
GB44206,912,800,884,1218,2072,2000,1281
GB44207,40,16,18,32,6,6,3607
GB44208,176,182,180,196,210,196,2742
GB44209,2032,4944,2398,6136,6108,10986,1125
GB44210,980,982,1086,840,594,602,4542
GB44211,1446,1816,1610,2264,2656,2980,1489
GB44212,1070,1220,1280,1782,1598,2726,361
GB44213,1510,826,968,1518,3200,3400,8638
GB44215,0,0,0,0,2,0,117
GB44216,34,26,22,34,20,18,3367
GB44218,624,494,742,234,172,312,16339
GB44221,1024,1466,1320,1130,1104,902,6225
GB44223,17840,9732,18192,39454,18302,26430,3501
GB44224,16,14,18,18,12,18,2577
GB44225,290,272,244,534,654,782,2738
GB44229,76,46,72,24,30,36,2548
GB44230,10,16,14,30,40,72,816
GB44231,2,0,2,0,0,2,1953
GB44232,92,114,104,88,106,82,893
GB44233,104,108,122,72,70,70,4154
GB44234,0,0,0,0,0,0,537
GB44235,0,0,0,0,0,0,1107
GB44236,0,0,0,0,0,0,783
GB44237,11972,6972,8982,10460,10136,10258,6648
GB44238,398,326,288,272,264,144,5657
GB44245,0,0,0,0,0,0,198
GB44248,12,8,12,4,6,4,2670
GB44249,16,8,14,30,48,52,1240
GB44250,18,16,14,22,16,18,880
GB44251,1630,2080,1954,1564,1464,1502,4222
GB44252,2436,1840,1782,1868,1570,1362,9008
GB44253,3090,2342,2676,2212,1510,2184,7364
GB44255,0,0,0,0,0,0,138
GB44256,0,0,0,0,0,0,120
GB44257,12,10,16,6,10,6,5440
GB44258,10420,8508,8002,12104,10842,12696,20534
GB44263,182,176,158,192,210,144,4728
GB44265,0,2,2,2,2,2,417
GB44267,36,20,18,32,12,12,1876
GB44269,8,6,4,6,4,4,1106
GB44271,122,160,228,174,130,216,4067
GB44272,0,0,0,0,0,0,708
GB44273,0,0,0,0,0,0,708
GB44274,0,2,0,2,0,2,237
GB44275,16,8,6,12,10,12,261
GB44276,1710,822,1206,724,378,600,10377
GB44277,0,0,0,0,0,0,213
GB44278,302,142,194,156,128,108,7303
GB44280,4,14,16,16,4,10,1411
GB44281,948,970,910,852,976,804,1447
GB44283,252,260,270,244,268,274,2214
GB44284,970,964,876,918,946,924,9007
GB44287,234,428,302,272,300,280,1489
GB44288,440,522,516,566,594,656,2180
GB44289,468,598,558,498,572,600,1345
GB44291,3004,2594,2634,2862,2518,2388,4196
GB44292,1478,1464,1478,1602,1810,1584,9128
GB44294,58,46,64,62,52,62,828
GB44295,18,18,30,10,6,12,7370
GB44296,38,22,34,18,10,10,2596
GB44297,244,314,340,262,280,260,4061
GB44298,860,954,930,1078,1182,1060,3657
GB44300,902,1226,888,780,1292,680,1820
GB44301,704,884,824,752,784,786,4352
GB44304,140,176,180,206,226,226,1778
GB44305,1560,1718,1836,1780,1342,1870,7050
GB44306,320,588,520,410,418,460,1305
GB44307,2608,2734,2516,2534,2678,2118,6051
GB44309,42,28,34,32,26,26,1287
GB44311,13412,7364,6864,10588,12628,7444,3458
GB44312,66,68,74,94,86,102,1711
GB44313,252,318,318,336,398,390,993
GB44314,2248,1412,1388,1530,858,622,8660
GB44316,28,22,42,8,14,8,3773
GB44317,80,56,50,56,60,38,1008
GB44318,596,662,558,594,566,424,312
GB44319,344,484,432,538,462,634,2233
GB44320,2342,1956,1850,1694,1888,1528,5370
GB44323,0,0,0,0,0,0,99
GB44324,10,6,8,8,6,4,663
GB44325,188,232,254,176,134,104,3535
GB44326,0,0,0,0,0,0,186
GB44327,382,432,406,396,464,386,2402
GB44328,302,220,186,158,154,64,2616
GB44329,4,4,4,2,4,4,1467
GB44330,210,160,190,100,258,152,5320
GB44331,7598,5792,6216,5826,5276,5444,4849
GB44332,1874,1606,1418,1640,1356,894,4265
GB44334,2844,3340,3136,3188,2514,2422,5550
GB44336,1124,830,900,886,634,514,7313
GB44337,310,422,416,314,328,316,1582
GB44338,460,560,426,432,488,374,3464
GB44339,118,100,96,102,86,74,372
GB44340,716,896,820,670,758,648,1244
GB44341,1014,1064,968,880,788,780,7065
GB44343,102,110,102,88,114,88,1649
GB44344,84,100,56,136,658,204,2647
GB44345,292,362,330,318,428,350,1369
GB44346,58,68,70,58,64,58,1791
GB44347,268,288,278,278,318,252,4505
GB44348,2,0,2,2,2,2,132
GB44349,226,214,230,228,228,248,357
GB44350,3432,2696,2518,2748,2650,1970,7965
GB44352,0,2,2,2,2,0,1233
GB44353,6636,5754,5314,5266,4558,3460,6839
GB44354,292,384,392,342,390,342,1414
GB44355,190,308,282,252,302,314,1517
GB44356,6,6,6,6,4,8,435
GB44357,102,176,170,132,144,136,1726
GB44359,504,494,508,544,528,464,5083
GB44360,1168,1498,1326,1334,1588,1338,1434
GB44362,640,512,568,598,648,500,2565
GB44364,794,664,672,770,552,638,5125
GB44366,38,20,20,28,28,24,2173
GB44367,2,2,0,2,2,2,525
GB44368,342,390,280,372,314,326,3308
GB44369,182,184,176,134,154,136,1781
GB44370,278,270,306,384,392,362,1733
GB44371,1526,1670,1496,1450,1342,1154,7085
GB44373,504,520,526,574,574,474,2879
GB44374,62,140,122,98,112,112,1564
GB44375,0,0,0,0,0,0,132
GB44376,0,0,0,0,0,0,612
GB44377,0,0,0,0,0,0,302
GB44378,0,0,0,0,0,0,93
GB44379,0,0,0,0,0,0,156
GB44380,0,0,0,0,0,2,495
GB44381,0,0,2,0,2,0,338
GB44382,0,0,0,0,0,0,207
GB44383,210,200,224,154,160,168,2700
GB44385,16,20,32,4,6,8,1332
GB44386,0,0,0,0,0,0,159
GB44387,226,202,196,188,276,92,4953
GB44388,2,0,0,0,0,0,162
GB44389,0,0,0,0,0,0,978
GB44390,0,0,0,0,0,0,99
GB44391,0,0,0,0,0,0,138
GB44392,0,0,0,0,2,2,270
GB44393,0,0,0,0,0,0,1104
GB44394,0,0,0,0,0,0,294
GB44395,2412,2124,2488,2664,2532,2666,4057
GB44397,180,238,246,298,326,394,1354
GB44398,2172,2074,1846,2212,2818,2382,1531
GB44399,58,60,40,292,22,16,2125
GB44400,162,128,154,162,190,150,3644
GB44401,160,114,132,140,106,64,4128
GB44403,2,2,2,2,2,2,267
GB44404,754,1040,864,716,768,576,1318
GB44405,0,2,0,0,0,2,330
GB44407,0,0,0,0,0,2,144
GB44408,0,0,0,0,0,0,189
GB44409,0,0,0,0,0,0,879
GB44410,258,280,272,246,264,244,3399
GB44411,1986,1918,1992,1950,1746,2018,7410
GB44412,254,260,306,252,218,192,6401
GB44413,78,100,122,112,126,168,2137
GB44414,668,740,766,694,600,598,4371
GB44415,6,14,10,14,10,22,1382
GB44416,368,484,488,470,384,482,8010
GB44417,300,372,368,380,476,534,693
GB44418,206,236,220,214,208,224,2643
GB44419,1816,1474,1458,1532,990,990,6736
GB44420,264,338,210,288,358,188,1859
GB44421,1114,1240,1276,1132,1278,1088,2147
GB44422,6184,4360,4332,5402,4782,5236,3513
GB44424,460,306,348,454,266,304,4978
GB44426,654,626,764,574,474,468,3711
GB44427,160,244,270,196,174,218,2381
GB44428,2728,3446,3080,2588,2412,2030,5669
GB44430,9000,10986,8330,9208,10808,9090,3536
GB44432,2648,3442,3078,2488,2138,2216,6386
GB44434,274,404,340,340,408,470,864
GB44435,122,156,186,164,186,202,2655
GB44436,3198,3382,2920,2984,2764,2728,5185
GB44437,12,8,14,8,6,6,228
GB44438,8,8,12,6,4,6,793
GB44439,3686,3832,3336,3346,3690,3082,1592
GB44440,62,68,92,68,62,72,2518
GB44441,0,0,0,0,0,0,132
GB44442,950,574,616,512,382,292,4742
GB44443,54,66,66,68,88,82,1009
GB44444,398,424,390,392,512,398,3136
GB44445,1514,1642,1448,1356,1172,1076,4261
GB44446,0,0,0,0,0,0,213
GB44447,0,0,0,0,0,0,345
GB44448,114,100,122,144,174,156,1378
GB44449,1624,2064,1774,1630,1870,1492,1455
GB44451,534,266,302,628,38,40,1546
GB44452,1332,788,810,1702,396,318,1732
GB44453,164,54,58,102,6,8,411
GB44455,124,18,32,72,142,94,618
GB44456,0,0,0,0,0,0,135
GB44457,1314,1866,1440,2214,4004,3066,2400
GB44458,0,0,0,0,0,0,96
GB44459,130,96,94,148,372,252,2711
GB44461,126,184,190,124,122,128,2632
GB44462,1626,2108,2252,2280,2910,2774,3761
GB44464,398,332,364,400,520,400,1931
GB44465,38,26,22,42,58,20,2403
GB44467,106,136,136,110,94,96,1035
GB44468,210,220,224,214,196,186,2762
GB44470,0,2,0,0,2,2,579
GB44471,0,0,0,0,0,0,444
GB44472,2,2,2,2,2,2,630
GB44475,252,304,270,430,478,714,6650
GB44478,6,4,4,4,2,2,1893
GB44479,160,106,82,162,96,100,2335
GB44481,4356,3756,3492,3224,4460,2828,9733
GB44484,6,4,4,4,4,2,1342
GB44485,126,98,110,56,68,66,8980
GB44486,474,464,456,486,520,528,3419
GB44487,20,6,8,22,12,8,2592
GB44489,0,0,0,0,0,0,117
GB44490,754,666,576,1082,992,952,1976
GB44491,420,548,478,444,542,490,2737
GB44492,474,478,702,514,512,560,1046
GB44493,46,26,42,28,40,32,1987
GB44494,4,6,6,6,30,14,1978
GB44495,82,44,62,34,40,32,2141
GB44496,572,646,664,778,834,904,1947
GB44498,64,72,80,70,88,98,3039
GB44499,2,2,2,2,2,0,1368
GB44500,2668,1604,2154,2032,3088,3020,5578
GB44503,216,200,222,184,304,386,2181
GB44504,8,4,8,8,6,8,3715
GB44506,24,24,28,16,14,16,3897
GB44507,666,750,602,544,598,392,3158
GB44509,174,172,222,180,258,172,2149
GB44510,2,4,2,4,2,2,3048
GB44511,82,66,80,68,94,68,1461
GB44512,3578,4704,4600,3368,3220,2802,2614
GB44513,352,410,206,296,476,94,3559
GB44514,242,388,348,316,448,380,2096
GB44515,242,258,252,254,298,256,2517
GB44516,196,208,260,288,318,354,2584
GB44517,522,590,622,444,372,320,2100
GB44518,390,526,506,466,526,576,1676
GB44519,158,256,192,148,182,106,2128
GB44520,5636,6048,5988,6038,8730,7870,646
GB44521,464,736,658,488,506,468,1504
GB44523,1092,672,666,770,612,578,5467
GB44524,252,308,312,282,292,306,2319
GB44525,1676,1044,1328,1338,2214,1872,3704
GB44528,856,476,462,430,550,226,6236
GB44529,2,2,0,2,2,0,282
GB44530,11004,7242,8116,10388,8600,11854,13507
GB44533,1132,1216,1434,1516,1162,2146,3329
GB44534,258,250,232,226,194,152,2897
GB44535,572,598,476,462,434,308,4746
GB44536,320,454,244,210,280,190,8041
GB44537,754,1056,960,1088,696,1032,4163
GB44538,206,236,244,230,228,244,3466
GB44539,106,136,166,114,98,106,2504
GB44540,3996,5074,4924,4876,4936,5968,16623
GB44547,2,2,2,2,2,2,716
GB44548,652,294,240,312,70,36,2239
GB44549,28,12,10,24,8,6,2282
GB44550,816,256,466,248,100,124,4434
GB44551,352,162,212,102,114,54,3230
GB44552,4,2,2,4,2,2,1156
GB44553,552,742,592,508,520,438,2194
GB44554,174,204,182,154,180,136,970
GB44555,162,156,162,164,130,134,2842
GB44556,1048,940,930,1002,1024,886,4445
GB44558,1500,1606,1782,1508,1434,1426,2454
GB44560,372,190,258,270,362,334,1698
GB44561,12,8,10,10,10,6,582
GB44563,6,2,6,4,2,2,1976
GB44564,4012,2808,3700,3004,7656,7332,977
GB44565,0,0,0,0,0,0,180
GB44566,152,56,76,52,48,26,4800
GB44570,662,798,774,730,826,756,4340
GB44572,2028,2440,2330,2386,2378,2552,4949
GB44574,18,28,30,20,18,18,940
GB44575,616,732,698,706,852,926,4519
GB44576,3158,4158,3962,5908,9110,11558,960
GB44577,160,234,202,152,86,98,2467
GB44578,62,74,110,34,30,22,1889
GB44579,222,220,218,202,240,212,2774
GB44580,10384,11044,9798,8660,7530,6184,8856
GB44582,2022,1896,1666,2196,2764,3104,6971
GB44585,2260,1706,2066,2818,2158,3254,2019
GB44586,492,612,552,512,642,544,948
GB44587,330,344,258,298,268,224,3817
GB44588,5052,4296,4126,4436,4328,4622,13058
GB44589,414,224,256,266,194,116,5823
GB44592,1224,1178,1108,1170,1280,1110,2936
GB44594,740,784,806,620,524,536,3747
GB44595,574,666,656,528,478,434,6491
GB44596,32,26,52,8,10,8,2050
GB44597,364,382,386,296,308,278,1475
GB44598,326,336,318,336,334,278,1586
GB44599,76,86,96,108,142,162,406
GB44600,170,202,206,158,154,158,880
GB44601,18,18,30,10,4,8,3294
GB44602,558,574,564,738,860,966,2990
GB44603,0,0,0,0,2,2,547
GB44607,4,2,4,4,2,2,765
GB44608,608,542,552,610,986,730,624
GB44609,92,96,122,98,106,104,922
GB44611,398,612,540,460,370,436,2274
GB44612,118,170,162,186,202,244,1937
GB44613,226,114,198,214,226,254,635
GB44614,218,222,230,268,86,100,2175
GB44615,476,470,500,554,580,552,3481
GB44616,74,66,78,48,52,36,3672
GB44618,0,0,0,2,0,2,429
GB44619,0,0,0,0,0,0,168
GB44620,2,2,0,0,2,0,456
GB44621,334,504,438,352,390,320,1710
GB44623,640,706,672,726,876,848,3459
GB44624,8,8,10,8,8,10,2649
GB44625,8,10,10,14,20,12,1005
GB44626,688,548,472,784,706,484,3181
GB44629,884,368,372,428,214,158,5997
GB44631,62,50,48,94,120,98,2236
GB44632,0,0,0,0,0,0,255
GB44633,2,2,0,2,2,2,216
GB44634,3054,1984,1808,2204,2086,2320,6154
GB44635,22,16,26,12,22,24,1364
GB44636,1150,1006,1086,1144,1158,1282,3102
GB44637,0,0,0,0,0,0,246
GB44638,258,180,150,148,162,134,9867
GB44640,216,282,232,286,356,218,2286
GB44641,48,98,96,86,96,88,1326
GB44642,260,274,248,322,448,422,1825
GB44643,3804,3998,3818,3878,3386,3704,12905
GB44645,4,2,2,2,4,2,1131
GB44646,658,592,558,560,492,408,3805
GB44647,456,230,268,216,224,200,4231
GB44648,120,110,148,56,72,70,6943
GB44649,170,162,160,150,128,118,2810
GB44650,2084,2026,1940,2102,1818,1474,8168
GB44651,58,54,60,100,170,96,1017
GB44652,434,322,338,316,278,268,1882
GB44654,26,32,32,24,32,28,1413
GB44655,2,0,0,2,2,0,195
GB44656,1906,1386,1580,1434,1282,1948,8803
GB44659,182,174,180,190,166,132,1564
GB44660,102,116,114,118,106,108,828
GB44661,952,446,588,464,376,288,5973
GB44662,150,140,170,156,122,140,2606
GB44663,62,66,66,50,90,80,5626
GB44664,0,0,2,0,0,0,459
GB44665,0,0,0,0,0,0,153
GB44666,0,0,0,0,0,0,183
GB44667,0,0,0,0,0,0,177
GB44668,0,0,0,0,0,2,153
GB44670,18,16,22,18,16,16,3523
GB44671,14,46,38,28,28,36,1047
GB44672,16,18,18,22,28,28,897
GB44673,1032,952,934,1122,1146,1072,6757
GB44674,2,0,2,2,2,2,501
GB44675,66,54,62,92,104,114,5890
GB44677,32,44,48,40,42,30,803
GB44678,4444,3564,3586,3252,3432,2616,7552
GB44680,10,8,12,12,8,6,2418
GB44681,22,28,32,24,28,32,775
GB44682,1218,1244,1282,1310,1856,1704,4426
GB44683,808,1042,1248,1192,1704,1842,812
GB44684,8,12,10,6,8,8,996
GB44685,2666,3258,3444,2556,2034,2516,13922
GB44687,50,54,70,52,32,32,3989
GB44688,182,206,238,170,138,142,3224
GB44689,1068,1118,1102,1566,1698,2114,2751
GB44690,1888,2126,1940,1594,1228,1194,5263
GB44691,0,0,0,0,0,0,93
GB44692,6,8,8,6,8,10,2792
GB44693,5726,7642,7372,6864,7374,7608,1151
GB44694,80,92,86,108,146,140,1901
GB44695,68,132,112,104,124,132,1538
GB44696,0,0,0,0,0,0,93
GB44697,114,156,158,104,56,48,2219
GB44698,208,296,228,214,268,274,871
GB44700,2,2,2,2,2,2,717
GB44701,22,54,50,38,22,42,1915
GB44702,192,244,284,206,168,224,4399
GB44703,2962,3450,2978,3348,2858,3112,5837
GB44704,260,340,356,364,382,432,1955
GB44705,6,8,10,8,8,10,1937
GB44707,210,190,172,224,254,204,1482
GB44708,6,4,4,6,6,4,1562
GB44709,880,340,512,476,450,430,7895
GB44710,86,8,10,174,172,2498,3197
GB44711,2,0,0,2,2,8,1685
GB44712,0,0,0,0,0,0,120
GB44713,72,88,92,78,82,72,2195
GB44714,0,0,0,2,2,2,972
GB44715,28,22,24,42,36,52,1312
GB44716,0,0,0,0,0,0,738
GB44717,0,0,0,2,0,0,156
GB44718,390,396,382,406,414,352,2691
GB44721,1094,924,1012,922,896,776,1146
GB44722,108,150,130,110,84,100,404
GB44723,86,72,112,72,58,108,2819
GB44724,408,370,468,600,562,854,5446
GB44725,552,476,450,520,650,572,1215
GB44726,9488,7372,7950,10274,8638,10542,7115
GB44727,0,0,0,0,0,0,123
GB44728,12,6,10,6,4,6,2417
GB44729,0,0,0,0,0,0,78
GB44730,38,36,30,56,66,62,2736
GB44731,1018,1032,974,984,1062,1128,2146
GB44732,2060,2146,2142,2552,2144,2088,5457
GB44733,0,0,0,0,0,0,135
GB44734,32,26,42,36,42,30,804
GB44738,0,0,0,0,0,0,291
GB44739,270,118,142,194,72,112,2846
GB44742,224,286,254,274,240,252,2967
GB44743,3198,3754,3434,2894,1956,1780,4413
GB44744,54,30,164,196,50,178,1551
GB44745,128,146,140,108,76,88,3392
GB44746,1112,1324,1324,984,756,732,5486
GB44749,8364,10232,9306,9206,11974,12382,733
GB44750,570,650,724,730,644,414,2883
GB44752,400,458,420,378,286,290,5953
GB44755,318,274,296,352,430,478,1530
GB44756,146,142,150,188,172,140,2606
GB44757,1252,1374,1400,1418,1450,1424,3822
GB44758,536,644,744,676,568,688,4160
GB44759,1494,1920,1786,1394,1164,986,4254
GB44760,894,1052,772,648,542,414,3603
GB44762,826,960,810,856,732,694,9390
GB44763,150,208,178,164,168,148,1200
GB44764,936,858,844,942,966,892,1492
GB44765,338,454,320,354,332,336,472
GB44766,46,44,48,48,40,36,2352
GB44767,0,0,0,0,0,0,84
GB44768,14,18,18,16,12,18,369
GB44769,0,0,2,2,2,2,681
GB44770,770,738,630,1038,528,852,2813
GB44771,642,632,642,730,896,936,2568
GB44772,166,144,212,312,210,394,2029
GB44773,616,626,928,1524,1322,3146,4654
GB44776,298,368,394,348,350,414,2094
GB44777,256,382,404,254,186,190,2169
GB44779,284,290,226,232,224,156,3330
GB44780,386,352,348,424,438,422,1376
GB44781,236,296,210,230,348,264,800
GB44782,1226,1424,1266,1180,1332,1112,3357
GB44785,2,2,2,2,0,2,276
GB44786,794,882,794,778,692,786,1795
GB44787,1236,1202,1124,1082,1256,996,6442
GB44791,582,424,540,244,168,176,5145
GB44792,826,838,782,880,1270,1086,3270
GB44793,464,282,320,180,256,230,5054
GB44795,0,0,0,0,0,0,258
GB44797,0,0,0,0,0,0,195
GB44798,1938,1486,1312,1380,580,460,4345
GB44799,78,62,116,92,86,106,1890
GB44800,374,302,354,522,440,624,4336
GB44802,2306,1990,2192,1790,1522,1582,8287
GB44803,504,576,508,528,790,676,1250
GB44804,1250,770,898,806,938,708,4716
GB44805,0,0,0,0,0,0,93
GB44807,0,0,0,0,0,0,126
GB44808,1760,1264,1214,1266,1052,812,5433
GB44809,652,330,418,380,304,238,4229
GB44813,0,0,0,2,0,0,237
GB44814,0,0,0,0,0,0,90
GB44815,0,0,0,0,0,0,192
GB44816,0,0,0,0,0,0,156
GB44817,0,0,0,0,0,0,168
GB44818,450,286,276,428,1636,352,4847
GB44819,0,0,0,0,0,0,240
GB44820,0,0,0,0,0,0,253
GB44823,0,0,0,0,0,0,126
GB44824,6,4,8,2,2,2,1677
GB44825,0,0,0,0,0,0,144
GB44826,40,62,66,58,56,62,1317
GB44828,490,558,500,618,582,514,3785
GB44829,2034,3566,2104,2872,2954,2962,2228
GB44830,476,418,404,424,470,332,1856
GB44831,1106,900,1088,368,454,700,2449
GB44832,556,432,352,492,164,208,2866
GB44833,20,14,18,26,12,18,1857
GB44834,0,0,0,0,0,0,132
GB44835,0,0,0,0,0,0,171
GB44836,8866,8060,7022,13050,10918,14376,15917
GB44840,62,42,50,46,42,56,2402
GB44841,1202,786,1058,1890,1530,1832,1691
GB44842,620,526,546,650,810,710,2228
GB44844,354,230,212,172,116,92,2491
GB44845,0,0,2,0,0,0,255
GB44849,688,556,614,404,256,286,4412
GB44850,454,418,444,448,398,360,3010
GB44851,0,0,2,0,2,0,354
GB44852,0,0,0,0,0,0,180
GB44853,22,32,18,14,12,14,2199
GB44855,0,0,0,0,0,0,186
GB44856,0,0,0,0,0,0,147
GB44857,2,2,2,0,2,2,174
GB44858,10,12,10,18,10,20,1124
GB44860,6,10,10,12,10,20,306
GB44861,382,366,362,340,238,178,6534
GB44863,192,212,244,162,126,120,3056
GB44864,0,0,0,0,0,0,654
GB44865,1072,1044,984,990,1100,988,2611
GB44866,22,12,10,16,22,8,1224
GB44868,188,194,176,256,132,86,1434
GB44869,932,942,864,1066,1130,1080,3533
GB44870,1316,1312,1384,1402,1292,1162,1790
GB44871,1144,1712,758,1558,3700,1768,1337
GB44872,1070,1048,1070,1084,924,936,4465
GB44875,0,0,0,0,0,0,87
GB44876,634,490,498,618,942,932,2908
GB44877,2220,3352,3112,2946,2916,3482,2899
GB44878,1330,1534,1316,1380,1610,1524,886
GB44879,694,912,696,750,858,684,1503
GB44880,522,496,536,548,518,536,3269
GB44881,3072,3360,3588,4006,3076,3486,6920
GB44883,1060,932,856,970,1126,832,2929
GB44884,6756,8054,6198,6004,6712,4142,5342
GB44885,94,86,96,64,66,72,4011
GB44886,6466,4464,4746,4574,4136,3254,3892
GB44888,746,548,654,546,310,434,3411
GB44889,224,160,168,118,118,102,3449
GB44890,5456,6476,4898,5200,5130,4410,6994
GB44891,320,360,370,362,352,400,972
GB44892,6,18,18,14,8,12,766
GB44893,542,374,448,536,484,554,1992
GB44894,856,1022,996,1094,1112,1024,2298
GB44895,394,456,472,380,424,396,1573
GB44896,428,522,494,490,434,404,3621
GB44897,1808,2466,2496,3254,2924,4470,4705
GB44899,6498,5346,5620,5522,5518,6974,8817
GB44900,1414,1328,1370,1338,1402,1296,4020
GB44901,276,358,394,334,354,376,3222
GB44902,370,466,502,442,388,506,2117
GB44903,346,450,356,446,516,464,2367
GB44904,2104,2352,2060,2022,1804,1598,9741
GB44906,1292,1246,1242,1436,1330,1320,4416
GB44907,2234,2278,2272,2104,2564,2364,1314
GB44909,396,452,462,508,468,562,3962
GB44910,884,978,830,898,958,922,4038
GB44911,30,26,36,30,22,30,3302
GB44912,476,474,534,470,436,396,4515
GB44913,386,248,296,200,172,152,3196
GB44915,0,0,0,0,0,0,207
GB44917,162,92,98,130,92,98,11583
GB44918,602,586,560,438,420,330,2326
GB44919,400,166,200,360,134,200,7137
GB44925,302,346,322,346,478,358,1758
GB44926,828,986,908,814,824,794,4509
GB44928,208,128,124,158,152,158,3030
GB44929,66,82,94,88,100,118,1763
GB44930,788,814,858,888,1002,900,1701
GB44931,190,292,254,236,260,232,870
GB44932,20,20,20,22,12,8,1686
GB44933,314,310,316,282,242,242,4013
GB44934,1112,1224,1114,1004,940,850,3392
GB44935,3756,3178,3366,3384,4194,4300,7641
GB44936,558,556,486,406,334,248,3426
GB44937,82,162,142,114,94,148,1764
GB44938,64,48,58,74,96,94,853
GB44939,198,132,226,320,194,432,5508
GB44940,796,1066,940,834,844,736,3316
GB44941,9644,8846,8120,10068,10892,10144,3410
GB44942,2,2,4,2,2,2,261
GB44943,446,568,472,518,598,522,3907
GB44944,876,620,946,440,312,312,2580
GB44945,6,6,6,8,2,4,2070
GB44946,1682,2368,2120,1904,1872,1754,2078
GB44947,128,84,110,128,90,110,4665
GB44949,790,552,564,696,714,586,1691
GB44950,4,4,4,4,4,6,1191
GB44952,504,682,530,956,1600,2104,6527
GB44957,242,148,166,480,938,648,3320
GB44959,1196,1038,1066,1386,1478,1592,8980
GB44960,1792,1818,1770,2002,2066,2034,1927
GB44961,728,368,458,572,466,372,12607
GB44963,82,64,74,52,178,86,3621
GB44964,92,74,90,118,130,160,1694
GB44965,16254,16338,14542,13990,15758,11930,4359
GB44968,2388,1596,2012,1924,3496,2206,7389
GB44970,186,194,200,184,174,146,3243
GB44971,4642,3022,3384,3892,3088,3414,11672
GB44973,42,30,30,34,36,32,1853
GB44974,228,150,216,106,86,118,3992
GB44975,0,0,0,2,0,0,1107
GB44976,2192,1668,1736,2514,1822,1454,10191
GB44977,10,10,8,28,4,8,714
GB44978,276,264,322,390,284,486,1778
GB44980,4134,4052,3110,6302,2816,3508,3320
GB44982,828,592,696,1000,540,726,3294
GB44983,2684,3746,2826,3530,4718,4674,1692
GB44984,592,676,650,570,596,528,1281
GB44985,316,354,348,432,544,658,1358
GB44986,20,28,36,20,16,20,321
GB44987,300,222,134,556,98,424,3902
GB44988,68,66,76,40,22,26,4626
GB44989,2,2,4,2,2,2,864
GB44990,386,454,414,362,390,338,1633
GB44991,12576,9352,10156,10516,10880,10966,2968
GB44992,106,130,128,126,140,138,1852
GB44993,0,0,0,0,0,0,111
GB44994,23730,16704,16574,22716,33454,29988,1284
GB44996,25862,8734,16956,183610,509258,286108,3402
GB44997,6208,5162,5408,5280,5046,4812,11905
GB44999,2046,1022,1452,934,1088,1098,3179
GB45000,16,12,18,18,26,36,1475
GB45001,2328,2090,2072,2074,1746,2012,7755
GB45004,6,4,2,4,2,2,810
GB45005,516,246,322,260,124,154,9088
GB45006,0,0,0,0,0,0,186
GB45007,0,0,0,0,0,0,81
GB45008,766,980,770,898,1052,872,1376
GB45009,1276,1032,1168,1266,1078,1296,7868
GB45010,0,2,0,2,2,0,285
GB45011,0,0,0,2,2,2,987
GB45012,4382,4666,3688,3942,5932,3378,1663
GB45013,8,22,26,14,6,24,3161
GB45014,2668,3278,2648,2244,2462,1658,2981
GB45015,252,206,310,174,152,126,1968
GB45016,7538,6660,6060,6572,7264,5410,6820
GB45018,740,818,726,1018,984,1268,2382
GB45019,64,66,62,62,52,26,3536
GB45020,14,14,12,8,44,12,1296
GB45023,2272,882,1198,1132,4320,4782,2338
GB45024,298,294,314,350,406,444,1386
GB45025,830,1108,1168,992,988,1210,1056
